timestamp,accX,accY,accZ,label
0,-1.1,3.3000000000000003,10.3,cunchillas
16,-0.7000000000000001,3.3000000000000003,10.600000000000001,cunchillas
32,-0.8,3.5,10.600000000000001,cunchillas
48,-1.3,3.8000000000000003,10.8,cunchillas
64,-1.9000000000000001,4.1000000000000005,11.200000000000001,cunchillas
80,-2,4.1000000000000005,10.9,cunchillas
96,-2,4.2,9.9,cunchillas
112,-1.9000000000000001,4.2,9.4,cunchillas
128,-1.7000000000000002,4.2,9,cunchillas
144,-1.1,3.9000000000000004,9.1,cunchillas
160,-0.9,3.7,9.1,cunchillas
176,-0.8,3.4000000000000004,9.1,cunchillas
192,-0.6000000000000001,3.3000000000000003,9.1,cunchillas
208,-0.4,3.3000000000000003,9,cunchillas
224,-0.4,3.3000000000000003,9,cunchillas
240,-0.30000000000000004,3.5,8.5,cunchillas
256,-0.4,3.7,8.1,cunchillas
272,-0.5,3.9000000000000004,7.7,cunchillas
288,-0.5,4.1000000000000005,7,cunchillas
304,-0.5,4.2,6.9,cunchillas
320,-0.5,4.2,6.800000000000001,cunchillas
336,-0.4,4,6.1000000000000005,cunchillas
352,-0.4,3.9000000000000004,6.1000000000000005,cunchillas
368,-0.30000000000000004,3.7,6.2,cunchillas
384,-0.4,3.6,6.5,cunchillas
400,-0.2,3.4000000000000004,7.1000000000000005,cunchillas
416,-0.4,3.3000000000000003,7.300000000000001,cunchillas
432,-0.5,3.2,7.1000000000000005,cunchillas
448,-0.5,3.3000000000000003,6,cunchillas
464,0.2,3.4000000000000004,5.9,cunchillas
480,0.9,3.3000000000000003,6.300000000000001,cunchillas
496,-0.2,3.1,6.6000000000000005,cunchillas
512,0.30000000000000004,3.2,6,cunchillas
528,1.3,3.3000000000000003,5.1000000000000005,cunchillas
544,0.7000000000000001,4,5.9,cunchillas
560,0.4,4.2,7.300000000000001,cunchillas
576,-0.5,3.2,9,cunchillas
592,-0.7000000000000001,3,9.8,cunchillas
608,-1,3,9.200000000000001,cunchillas
624,-1,3,9.200000000000001,cunchillas
640,-1.7000000000000002,3,6,cunchillas
656,-1.6,3.5,6.1000000000000005,cunchillas
672,-1.3,4.6000000000000005,7.300000000000001,cunchillas
688,-2.6,4.4,9.3,cunchillas
704,-2.9000000000000004,4.4,9.9,cunchillas
720,-3.7,3.6,10.200000000000001,cunchillas
736,-2.8000000000000003,4,9.700000000000001,cunchillas
752,-1.8,4.3,9.3,cunchillas
768,-3,4.7,7.2,cunchillas
784,-3.2,5.2,6.6000000000000005,cunchillas
800,0,5.4,5.7,cunchillas
816,0.7000000000000001,6,5.1000000000000005,cunchillas
832,0.4,7.1000000000000005,3.8000000000000003,cunchillas
848,1.6,7.6000000000000005,3.9000000000000004,cunchillas
864,0.9,7.9,4.4,cunchillas
880,0,7.800000000000001,5.5,cunchillas
896,-0.2,7.9,5.6000000000000005,cunchillas
912,0.4,8.1,5,cunchillas
928,1.2000000000000002,8.6,4.5,cunchillas
944,1.5,9,7.9,cunchillas
960,0.8,9.200000000000001,10.600000000000001,cunchillas
976,-1.1,8.9,15.4,cunchillas
992,-2.3000000000000003,9.700000000000001,18.5,cunchillas
1008,-2.4000000000000004,10.200000000000001,18.8,cunchillas
1024,-2.4000000000000004,10.200000000000001,18.8,cunchillas
1040,-2.3000000000000003,10.600000000000001,19.900000000000002,cunchillas
1056,-2.3000000000000003,10.5,19.400000000000002,cunchillas
1072,-2.2,10.5,18.3,cunchillas
1088,-1.7000000000000002,9.8,17.6,cunchillas
1104,-1.7000000000000002,9.4,16.900000000000002,cunchillas
1120,-2.3000000000000003,9,15.4,cunchillas
1136,-2.5,8.5,13.8,cunchillas
1152,-2.6,8.3,12.9,cunchillas
1168,-2.5,8.1,11.8,cunchillas
1184,-2.3000000000000003,7.800000000000001,11.5,cunchillas
1200,-2.2,7.4,11.100000000000001,cunchillas
1216,-2.1,7,10.8,cunchillas
1232,-1.6,5.9,9.600000000000001,cunchillas
1248,-1,5.5,8.3,cunchillas
1264,-0.7000000000000001,5.300000000000001,7.6000000000000005,cunchillas
1280,0.1,4.3,6.4,cunchillas
1296,-0.30000000000000004,4.6000000000000005,6.300000000000001,cunchillas
1312,-0.9,5,6.4,cunchillas
1328,-0.7000000000000001,4.3,5.6000000000000005,cunchillas
1344,-0.8,3.9000000000000004,4.5,cunchillas
1360,-0.5,4,4.5,cunchillas
1376,-0.1,3.2,4.7,cunchillas
1392,0.7000000000000001,2.1,4.6000000000000005,cunchillas
1408,-0.4,2,4.5,cunchillas
